Student_ID,Class,Section,Month,Monthly_Fee,Amount_Paid,Payment_Status
1458,8,B,December,3093,1261,Unpaid
1458,8,B,January,3093,3093,Paid
1458,8,B,February,3093,2553,Unpaid
1458,8,B,March,3093,3093,Paid
1459,8,B,April,3347,3347,Paid
1459,8,B,May,3347,3347,Paid
1459,8,B,August,3347,1007,Unpaid
1459,8,B,September,3347,3347,Paid
1459,8,B,October,3347,3347,Paid
1459,8,B,November,3347,3347,Paid
1459,8,B,December,3347,2497,Unpaid
1459,8,B,January,3347,3200,Unpaid
1459,8,B,February,3347,68,Unpaid
1459,8,B,March,3347,1513,Unpaid
1460,8,A,April,3638,2792,Unpaid
1460,8,A,May,3638,3638,Paid
1460,8,A,August,3638,1438,Unpaid
1460,8,A,September,3638,268,Unpaid
1460,8,A,October,3638,3638,Paid
1460,8,A,November,3638,3638,Paid
1460,8,A,December,3638,3638,Paid
1460,8,A,January,3638,2259,Unpaid
1460,8,A,February,3638,3638,Paid
1460,8,A,March,3638,3638,Paid
1461,8,B,April,3090,2439,Unpaid
1461,8,B,May,3090,3090,Paid
1461,8,B,August,3090,2065,Unpaid
1461,8,B,September,3090,3090,Paid
1461,8,B,October,3090,3090,Paid
1461,8,B,November,3090,3090,Paid
1461,8,B,December,3090,37,Unpaid
1461,8,B,January,3090,3090,Paid
1461,8,B,February,3090,3027,Unpaid
1461,8,B,March,3090,2169,Unpaid
1462,8,A,April,3988,359,Unpaid
1462,8,A,May,3988,3988,Paid
1462,8,A,August,3988,3988,Paid
1462,8,A,September,3988,2902,Unpaid
1462,8,A,October,3988,2399,Unpaid
1462,8,A,November,3988,1453,Unpaid
1462,8,A,December,3988,3988,Paid
1462,8,A,January,3988,3933,Unpaid
1462,8,A,February,3988,3988,Paid
1462,8,A,March,3988,3988,Paid
1463,8,A,April,3538,3470,Unpaid
1463,8,A,May,3538,2869,Unpaid
1463,8,A,August,3538,3538,Paid
1463,8,A,September,3538,3278,Unpaid
1463,8,A,October,3538,1796,Unpaid
1463,8,A,November,3538,119,Unpaid
1463,8,A,December,3538,3538,Paid
1463,8,A,January,3538,3538,Paid
1463,8,A,February,3538,706,Unpaid
1463,8,A,March,3538,3494,Unpaid
1464,8,A,April,2707,2707,Paid
1464,8,A,May,2707,2707,Paid
1464,8,A,August,2707,2707,Paid
1464,8,A,September,2707,2707,Paid
1464,8,A,October,2707,268,Unpaid
1464,8,A,November,2707,2707,Paid
1464,8,A,December,2707,2707,Paid
1464,8,A,January,2707,2707,Paid
1464,8,A,February,2707,1865,Unpaid
1464,8,A,March,2707,2510,Unpaid
1465,8,B,April,4436,4436,Paid
1465,8,B,May,4436,4436,Paid
1465,8,B,August,4436,4436,Paid
1465,8,B,September,4436,2079,Unpaid
1465,8,B,October,4436,2020,Unpaid
1465,8,B,November,4436,4436,Paid
1465,8,B,December,4436,1696,Unpaid
1465,8,B,January,4436,1424,Unpaid
1465,8,B,February,4436,4436,Paid
1465,8,B,March,4436,3261,Unpaid
1466,8,A,April,2757,1995,Unpaid
1466,8,A,May,2757,2757,Paid
1466,8,A,August,2757,1839,Unpaid
1466,8,A,September,2757,2420,Unpaid
1466,8,A,October,2757,2757,Paid
1466,8,A,November,2757,9,Unpaid
1466,8,A,December,2757,845,Unpaid
1466,8,A,January,2757,39,Unpaid
1466,8,A,February,2757,2149,Unpaid
1466,8,A,March,2757,2757,Paid
1467,8,A,April,4293,4293,Paid
1467,8,A,May,4293,4293,Paid
1467,8,A,August,4293,1753,Unpaid
1467,8,A,September,4293,4293,Paid
1467,8,A,October,4293,4293,Paid
1467,8,A,November,4293,2924,Unpaid
1467,8,A,December,4293,3986,Unpaid
1467,8,A,January,4293,74,Unpaid
1467,8,A,February,4293,3542,Unpaid
1467,8,A,March,4293,3622,Unpaid
1468,8,B,April,2811,2811,Paid
1468,8,B,May,2811,2463,Unpaid
1468,8,B,August,2811,2811,Paid
1468,8,B,September,2811,2811,Paid
1468,8,B,October,2811,2811,Paid
1468,8,B,November,2811,318,Unpaid
1468,8,B,December,2811,627,Unpaid
1468,8,B,January,2811,121,Unpaid
1468,8,B,February,2811,2811,Paid
1468,8,B,March,2811,2052,Unpaid
1469,8,B,April,3642,1475,Unpaid
1469,8,B,May,3642,163,Unpaid
1469,8,B,August,3642,3642,Paid
1469,8,B,September,3642,1186,Unpaid
1469,8,B,October,3642,3642,Paid
1469,8,B,November,3642,270,Unpaid
1469,8,B,December,3642,2619,Unpaid
1469,8,B,January,3642,3642,Paid
1469,8,B,February,3642,1480,Unpaid
1469,8,B,March,3642,3642,Paid
1470,8,A,April,3017,648,Unpaid
1470,8,A,May,3017,1866,Unpaid
1470,8,A,August,3017,1206,Unpaid
1470,8,A,September,3017,3017,Paid
1470,8,A,October,3017,3017,Paid
1470,8,A,November,3017,461,Unpaid
1470,8,A,December,3017,3017,Paid
1470,8,A,January,3017,909,Unpaid
1470,8,A,February,3017,3017,Paid
1470,8,A,March,3017,223,Unpaid
1471,8,B,April,3848,843,Unpaid
1471,8,B,May,3848,345,Unpaid
1471,8,B,August,3848,3822,Unpaid
1471,8,B,September,3848,1502,Unpaid
1471,8,B,October,3848,1260,Unpaid
1471,8,B,November,3848,874,Unpaid
1471,8,B,December,3848,3471,Unpaid
1471,8,B,January,3848,3848,Paid
1471,8,B,February,3848,600,Unpaid
1471,8,B,March,3848,2936,Unpaid
1472,8,A,April,3801,3466,Unpaid
1472,8,A,May,3801,3801,Paid
1472,8,A,August,3801,3149,Unpaid
1472,8,A,September,3801,3241,Unpaid
1472,8,A,October,3801,3801,Paid
1472,8,A,November,3801,14,Unpaid
1472,8,A,December,3801,3801,Paid
1472,8,A,January,3801,3801,Paid
1472,8,A,February,3801,3801,Paid
1472,8,A,March,3801,2919,Unpaid
1473,8,B,April,3755,3755,Paid
1473,8,B,May,3755,1065,Unpaid
1473,8,B,August,3755,1701,Unpaid
1473,8,B,September,3755,3243,Unpaid
1473,8,B,October,3755,1201,Unpaid
1473,8,B,November,3755,3755,Paid
1473,8,B,December,3755,3755,Paid
1473,8,B,January,3755,3755,Paid
1473,8,B,February,3755,3755,Paid
1473,8,B,March,3755,3755,Paid
1474,8,B,April,4273,695,Unpaid
1474,8,B,May,4273,4273,Paid
1474,8,B,August,4273,4273,Paid
1474,8,B,September,4273,4273,Paid
1474,8,B,October,4273,4273,Paid
1474,8,B,November,4273,3611,Unpaid
1474,8,B,December,4273,4273,Paid
1474,8,B,January,4273,276,Unpaid
1474,8,B,February,4273,4273,Paid
1474,8,B,March,4273,4273,Paid
1475,8,B,April,2776,2776,Paid
1475,8,B,May,2776,662,Unpaid
1475,8,B,August,2776,1999,Unpaid
1475,8,B,September,2776,124,Unpaid
1475,8,B,October,2776,2776,Paid
1475,8,B,November,2776,2776,Paid
1475,8,B,December,2776,919,Unpaid
1475,8,B,January,2776,2776,Paid
1475,8,B,February,2776,2776,Paid
1475,8,B,March,2776,2776,Paid
1476,8,B,April,4758,4758,Paid
1476,8,B,May,4758,4758,Paid
1476,8,B,August,4758,452,Unpaid
1476,8,B,September,4758,4758,Paid
1476,8,B,October,4758,4725,Unpaid
1476,8,B,November,4758,4758,Paid
1476,8,B,December,4758,4758,Paid
1476,8,B,January,4758,4758,Paid
1476,8,B,February,4758,4758,Paid
1476,8,B,March,4758,1238,Unpaid
1477,8,B,April,3125,3125,Paid
1477,8,B,May,3125,3125,Paid
1477,8,B,August,3125,910,Unpaid
1477,8,B,September,3125,200,Unpaid
1477,8,B,October,3125,3125,Paid
1477,8,B,November,3125,1075,Unpaid
1477,8,B,December,3125,2539,Unpaid
1477,8,B,January,3125,3125,Paid
1477,8,B,February,3125,1917,Unpaid
1477,8,B,March,3125,2610,Unpaid
1478,8,A,April,3254,3254,Paid
1478,8,A,May,3254,3254,Paid
1478,8,A,August,3254,1972,Unpaid
1478,8,A,September,3254,2955,Unpaid
1478,8,A,October,3254,329,Unpaid
1478,8,A,November,3254,3254,Paid
1478,8,A,December,3254,3254,Paid
1478,8,A,January,3254,3254,Paid
1478,8,A,February,3254,745,Unpaid
1478,8,A,March,3254,685,Unpaid
1479,8,A,April,2204,46,Unpaid
1479,8,A,May,2204,2204,Paid
1479,8,A,August,2204,572,Unpaid
1479,8,A,September,2204,2204,Paid
1479,8,A,October,2204,2204,Paid
1479,8,A,November,2204,423,Unpaid
1479,8,A,December,2204,890,Unpaid
1479,8,A,January,2204,1146,Unpaid
1479,8,A,February,2204,2204,Paid
1479,8,A,March,2204,470,Unpaid
1480,8,A,April,3520,3520,Paid
1480,8,A,May,3520,2714,Unpaid
1480,8,A,August,3520,3520,Paid
1480,8,A,September,3520,3520,Paid
1480,8,A,October,3520,3520,Paid
1480,8,A,November,3520,3520,Paid
1480,8,A,December,3520,3220,Unpaid
1480,8,A,January,3520,3520,Paid
1480,8,A,February,3520,3520,Paid
1480,8,A,March,3520,3520,Paid
1481,8,A,April,3886,3242,Unpaid
1481,8,A,May,3886,3886,Paid
1481,8,A,August,3886,3886,Paid
1481,8,A,September,3886,1207,Unpaid
1481,8,A,October,3886,3886,Paid
1481,8,A,November,3886,3886,Paid
1481,8,A,December,3886,1949,Unpaid
1481,8,A,January,3886,2736,Unpaid
1481,8,A,February,3886,308,Unpaid
1481,8,A,March,3886,1144,Unpaid
1482,8,A,April,2557,2111,Unpaid
1482,8,A,May,2557,578,Unpaid
1482,8,A,August,2557,1282,Unpaid
1482,8,A,September,2557,2557,Paid
1482,8,A,October,2557,2460,Unpaid
1482,8,A,November,2557,2557,Paid
1482,8,A,December,2557,2557,Paid
1482,8,A,January,2557,319,Unpaid
1482,8,A,February,2557,2378,Unpaid
1482,8,A,March,2557,2557,Paid
1483,8,B,April,4146,2242,Unpaid
1483,8,B,May,4146,3262,Unpaid
1483,8,B,August,4146,4146,Paid
1483,8,B,September,4146,3128,Unpaid
1483,8,B,October,4146,4146,Paid
1483,8,B,November,4146,4146,Paid
1483,8,B,December,4146,1922,Unpaid
1483,8,B,January,4146,349,Unpaid
1483,8,B,February,4146,4146,Paid
1483,8,B,March,4146,4146,Paid
1484,8,B,April,4266,1970,Unpaid
1484,8,B,May,4266,3478,Unpaid
1484,8,B,August,4266,4266,Paid
1484,8,B,September,4266,74,Unpaid
1484,8,B,October,4266,4266,Paid
1484,8,B,November,4266,4266,Paid
1484,8,B,December,4266,598,Unpaid
1484,8,B,January,4266,1348,Unpaid
1484,8,B,February,4266,4266,Paid
1484,8,B,March,4266,2343,Unpaid
1485,8,B,April,3427,3427,Paid
1485,8,B,May,3427,3427,Paid
1485,8,B,August,3427,3427,Paid
1485,8,B,September,3427,1460,Unpaid
1485,8,B,October,3427,3427,Paid
1485,8,B,November,3427,3427,Paid
1485,8,B,December,3427,3427,Paid
1485,8,B,January,3427,2200,Unpaid
1485,8,B,February,3427,3427,Paid
1485,8,B,March,3427,3427,Paid
1486,8,A,April,3203,3203,Paid
1486,8,A,May,3203,3203,Paid
1486,8,A,August,3203,3203,Paid
1486,8,A,September,3203,3203,Paid
1486,8,A,October,3203,2515,Unpaid
1486,8,A,November,3203,2057,Unpaid
1486,8,A,December,3203,726,Unpaid
1486,8,A,January,3203,85,Unpaid
1486,8,A,February,3203,3203,Paid
1486,8,A,March,3203,644,Unpaid
1487,8,B,April,2017,2017,Paid
1487,8,B,May,2017,2017,Paid
1487,8,B,August,2017,2017,Paid
1487,8,B,September,2017,1944,Unpaid
1487,8,B,October,2017,913,Unpaid
1487,8,B,November,2017,122,Unpaid
1487,8,B,December,2017,2017,Paid
1487,8,B,January,2017,590,Unpaid
1487,8,B,February,2017,2017,Paid
1487,8,B,March,2017,1192,Unpaid
1488,8,B,April,2980,2980,Paid
1488,8,B,May,2980,2236,Unpaid
1488,8,B,August,2980,2703,Unpaid
1488,8,B,September,2980,2980,Paid
1488,8,B,October,2980,2980,Paid
1488,8,B,November,2980,1022,Unpaid
1488,8,B,December,2980,2980,Paid
1488,8,B,January,2980,2980,Paid
1488,8,B,February,2980,1000,Unpaid
1488,8,B,March,2980,2980,Paid
1489,8,A,April,4674,4674,Paid
1489,8,A,May,4674,4674,Paid
1489,8,A,August,4674,1202,Unpaid
1489,8,A,September,4674,712,Unpaid
1489,8,A,October,4674,4431,Unpaid
1489,8,A,November,4674,4674,Paid
1489,8,A,December,4674,401,Unpaid
1489,8,A,January,4674,4674,Paid
1489,8,A,February,4674,537,Unpaid
1489,8,A,March,4674,4076,Unpaid
1490,8,B,April,2356,1048,Unpaid
1490,8,B,May,2356,1336,Unpaid
1490,8,B,August,2356,89,Unpaid
1490,8,B,September,2356,1638,Unpaid
1490,8,B,October,2356,2356,Paid
1490,8,B,November,2356,62,Unpaid
1490,8,B,December,2356,1717,Unpaid
1490,8,B,January,2356,4,Unpaid
1490,8,B,February,2356,2062,Unpaid
1490,8,B,March,2356,2356,Paid
1491,8,B,April,4065,3992,Unpaid
1491,8,B,May,4065,137,Unpaid
1491,8,B,August,4065,4065,Paid
1491,8,B,September,4065,3592,Unpaid
1491,8,B,October,4065,4065,Paid
1491,8,B,November,4065,4029,Unpaid
1491,8,B,December,4065,4065,Paid
1491,8,B,January,4065,1583,Unpaid
1491,8,B,February,4065,4065,Paid
1491,8,B,March,4065,4065,Paid
1492,8,B,April,3014,3014,Paid
1492,8,B,May,3014,1230,Unpaid
1492,8,B,August,3014,1846,Unpaid
1492,8,B,September,3014,1199,Unpaid
1492,8,B,October,3014,3014,Paid
1492,8,B,November,3014,3014,Paid
1492,8,B,December,3014,690,Unpaid
1492,8,B,January,3014,734,Unpaid
1492,8,B,February,3014,909,Unpaid
1492,8,B,March,3014,2085,Unpaid
1493,8,A,April,3604,3193,Unpaid
1493,8,A,May,3604,2255,Unpaid
1493,8,A,August,3604,3604,Paid
1493,8,A,September,3604,3604,Paid
1493,8,A,October,3604,1442,Unpaid
1493,8,A,November,3604,3604,Paid
1493,8,A,December,3604,3604,Paid
1493,8,A,January,3604,1932,Unpaid
1493,8,A,February,3604,3268,Unpaid
1493,8,A,March,3604,384,Unpaid
1494,8,B,April,2780,2780,Paid
1494,8,B,May,2780,2780,Paid
1494,8,B,August,2780,1335,Unpaid
1494,8,B,September,2780,2780,Paid
1494,8,B,October,2780,824,Unpaid
1494,8,B,November,2780,2780,Paid
1494,8,B,December,2780,2780,Paid
1494,8,B,January,2780,2780,Paid
1494,8,B,February,2780,2780,Paid
1494,8,B,March,2780,2780,Paid
1495,8,A,April,4617,4617,Paid
1495,8,A,May,4617,4617,Paid
1495,8,A,August,4617,1112,Unpaid
1495,8,A,September,4617,3024,Unpaid
1495,8,A,October,4617,4617,Paid
1495,8,A,November,4617,4617,Paid
1495,8,A,December,4617,335,Unpaid
1495,8,A,January,4617,3366,Unpaid
1495,8,A,February,4617,3918,Unpaid
1495,8,A,March,4617,4617,Paid
1496,8,A,April,3834,3834,Paid
1496,8,A,May,3834,3834,Paid
1496,8,A,August,3834,3834,Paid
1496,8,A,September,3834,3834,Paid
1496,8,A,October,3834,2054,Unpaid
1496,8,A,November,3834,454,Unpaid
1496,8,A,December,3834,351,Unpaid
1496,8,A,January,3834,1204,Unpaid
1496,8,A,February,3834,3834,Paid
1496,8,A,March,3834,3834,Paid
1497,8,B,April,2489,2489,Paid
1497,8,B,May,2489,465,Unpaid
1497,8,B,August,2489,2489,Paid
1497,8,B,September,2489,2489,Paid
1497,8,B,October,2489,2489,Paid
1497,8,B,November,2489,1114,Unpaid
1497,8,B,December,2489,1560,Unpaid
1497,8,B,January,2489,2489,Paid
1497,8,B,February,2489,2243,Unpaid
1497,8,B,March,2489,2489,Paid
1498,8,B,April,3342,3342,Paid
1498,8,B,May,3342,3342,Paid
1498,8,B,August,3342,3342,Paid
1498,8,B,September,3342,547,Unpaid
1498,8,B,October,3342,297,Unpaid
1498,8,B,November,3342,3342,Paid
1498,8,B,December,3342,194,Unpaid
1498,8,B,January,3342,3342,Paid
1498,8,B,February,3342,504,Unpaid
1498,8,B,March,3342,276,Unpaid
1499,9,B,April,2831,1693,Unpaid
1499,9,B,May,2831,2831,Paid
1499,9,B,August,2831,1361,Unpaid
1499,9,B,September,2831,656,Unpaid
1499,9,B,October,2831,2700,Unpaid
1499,9,B,November,2831,2831,Paid
1499,9,B,December,2831,2831,Paid
1499,9,B,January,2831,1018,Unpaid
1499,9,B,February,2831,2831,Paid
1499,9,B,March,2831,1068,Unpaid
1500,9,A,April,2233,807,Unpaid
1500,9,A,May,2233,1505,Unpaid
1500,9,A,August,2233,2233,Paid
1500,9,A,September,2233,2233,Paid
1500,9,A,October,2233,2233,Paid
1500,9,A,November,2233,2233,Paid
1500,9,A,December,2233,152,Unpaid
1500,9,A,January,2233,2233,Paid
1500,9,A,February,2233,112,Unpaid
1500,9,A,March,2233,2233,Paid
1501,9,A,April,3037,3037,Paid
1501,9,A,May,3037,129,Unpaid
1501,9,A,August,3037,1850,Unpaid
1501,9,A,September,3037,2535,Unpaid
1501,9,A,October,3037,3037,Paid
1501,9,A,November,3037,1074,Unpaid
1501,9,A,December,3037,3037,Paid
1501,9,A,January,3037,3037,Paid
1501,9,A,February,3037,3037,Paid
1501,9,A,March,3037,113,Unpaid
1502,9,B,April,3951,3052,Unpaid
1502,9,B,May,3951,3951,Paid
1502,9,B,August,3951,3951,Paid
1502,9,B,September,3951,3951,Paid
1502,9,B,October,3951,376,Unpaid
1502,9,B,November,3951,1525,Unpaid
1502,9,B,December,3951,3951,Paid
1502,9,B,January,3951,3951,Paid
1502,9,B,February,3951,2916,Unpaid
1502,9,B,March,3951,973,Unpaid
1503,9,B,April,2068,1841,Unpaid
1503,9,B,May,2068,903,Unpaid
1503,9,B,August,2068,2068,Paid
1503,9,B,September,2068,962,Unpaid
1503,9,B,October,2068,85,Unpaid
1503,9,B,November,2068,1351,Unpaid
1503,9,B,December,2068,1584,Unpaid
1503,9,B,January,2068,2068,Paid
1503,9,B,February,2068,2068,Paid
1503,9,B,March,2068,2068,Paid
1504,9,A,April,2768,2126,Unpaid
1504,9,A,May,2768,969,Unpaid
1504,9,A,August,2768,2768,Paid
1504,9,A,September,2768,213,Unpaid
1504,9,A,October,2768,2768,Paid
1504,9,A,November,2768,2768,Paid
1504,9,A,December,2768,570,Unpaid
1504,9,A,January,2768,2768,Paid
1504,9,A,February,2768,346,Unpaid
1504,9,A,March,2768,2427,Unpaid
1505,9,B,April,2681,2681,Paid
1505,9,B,May,2681,1444,Unpaid
1505,9,B,August,2681,2681,Paid
1505,9,B,September,2681,2405,Unpaid
1505,9,B,October,2681,339,Unpaid
1505,9,B,November,2681,247,Unpaid
1505,9,B,December,2681,2681,Paid
1505,9,B,January,2681,54,Unpaid
1505,9,B,February,2681,2681,Paid
1505,9,B,March,2681,2681,Paid
1506,9,B,April,4040,4040,Paid
1506,9,B,May,4040,829,Unpaid
1506,9,B,August,4040,1307,Unpaid
1506,9,B,September,4040,4040,Paid
1506,9,B,October,4040,3693,Unpaid
1506,9,B,November,4040,3748,Unpaid
1506,9,B,December,4040,2543,Unpaid
1506,9,B,January,4040,188,Unpaid
1506,9,B,February,4040,4040,Paid
1506,9,B,March,4040,4040,Paid
1507,9,B,April,2407,196,Unpaid
1507,9,B,May,2407,1172,Unpaid
1507,9,B,August,2407,2407,Paid
1507,9,B,September,2407,2407,Paid
1507,9,B,October,2407,2114,Unpaid
1507,9,B,November,2407,418,Unpaid
1507,9,B,December,2407,2407,Paid
1507,9,B,January,2407,2407,Paid
1507,9,B,February,2407,807,Unpaid
1507,9,B,March,2407,1729,Unpaid
1508,9,A,April,4703,4703,Paid
1508,9,A,May,4703,4703,Paid
1508,9,A,August,4703,2705,Unpaid
1508,9,A,September,4703,4703,Paid
1508,9,A,October,4703,59,Unpaid
1508,9,A,November,4703,4703,Paid
1508,9,A,December,4703,4075,Unpaid
1508,9,A,January,4703,3352,Unpaid
1508,9,A,February,4703,4429,Unpaid
1508,9,A,March,4703,61,Unpaid
1509,9,A,April,4676,4676,Paid
1509,9,A,May,4676,4676,Paid
1509,9,A,August,4676,3457,Unpaid
1509,9,A,September,4676,2582,Unpaid
1509,9,A,October,4676,4676,Paid
1509,9,A,November,4676,2243,Unpaid
1509,9,A,December,4676,4676,Paid
1509,9,A,January,4676,1139,Unpaid
1509,9,A,February,4676,4676,Paid
1509,9,A,March,4676,2267,Unpaid
1510,9,A,April,3013,926,Unpaid
1510,9,A,May,3013,3013,Paid
1510,9,A,August,3013,497,Unpaid
1510,9,A,September,3013,313,Unpaid
1510,9,A,October,3013,3013,Paid
1510,9,A,November,3013,2912,Unpaid
1510,9,A,December,3013,3013,Paid
1510,9,A,January,3013,3013,Paid
1510,9,A,February,3013,3013,Paid
1510,9,A,March,3013,3013,Paid
1511,9,A,April,4414,4414,Paid
1511,9,A,May,4414,4414,Paid
1511,9,A,August,4414,1765,Unpaid
1511,9,A,September,4414,315,Unpaid
1511,9,A,October,4414,4414,Paid
1511,9,A,November,4414,4414,Paid
1511,9,A,December,4414,2441,Unpaid
1511,9,A,January,4414,4414,Paid
1511,9,A,February,4414,1415,Unpaid
1511,9,A,March,4414,4414,Paid
1512,9,A,April,4285,4285,Paid
1512,9,A,May,4285,365,Unpaid
1512,9,A,August,4285,2897,Unpaid
1512,9,A,September,4285,4285,Paid
1512,9,A,October,4285,4285,Paid
1512,9,A,November,4285,4285,Paid
1512,9,A,December,4285,1701,Unpaid
1512,9,A,January,4285,4285,Paid
1512,9,A,February,4285,100,Unpaid
1512,9,A,March,4285,4285,Paid
1513,9,A,April,4270,1121,Unpaid
1513,9,A,May,4270,3125,Unpaid
1513,9,A,August,4270,4270,Paid
1513,9,A,September,4270,4270,Paid
1513,9,A,October,4270,4270,Paid
1513,9,A,November,4270,4270,Paid
1513,9,A,December,4270,4098,Unpaid
1513,9,A,January,4270,1039,Unpaid
1513,9,A,February,4270,4270,Paid
1513,9,A,March,4270,3778,Unpaid
1514,9,A,April,2786,1107,Unpaid
1514,9,A,May,2786,1931,Unpaid
1514,9,A,August,2786,2786,Paid
1514,9,A,September,2786,110,Unpaid
1514,9,A,October,2786,2786,Paid
1514,9,A,November,2786,907,Unpaid
1514,9,A,December,2786,2786,Paid
1514,9,A,January,2786,2786,Paid
1514,9,A,February,2786,2786,Paid
1514,9,A,March,2786,957,Unpaid
1515,9,B,April,2192,1462,Unpaid
1515,9,B,May,2192,2192,Paid
1515,9,B,August,2192,2192,Paid
1515,9,B,September,2192,2137,Unpaid
1515,9,B,October,2192,2100,Unpaid
1515,9,B,November,2192,2192,Paid
1515,9,B,December,2192,961,Unpaid
1515,9,B,January,2192,1930,Unpaid
1515,9,B,February,2192,2192,Paid
1515,9,B,March,2192,1858,Unpaid
1516,9,A,April,4270,1988,Unpaid
1516,9,A,May,4270,4161,Unpaid
1516,9,A,August,4270,4270,Paid
1516,9,A,September,4270,3515,Unpaid
1516,9,A,October,4270,4270,Paid
1516,9,A,November,4270,3054,Unpaid
1516,9,A,December,4270,4270,Paid
1516,9,A,January,4270,3336,Unpaid
1516,9,A,February,4270,1768,Unpaid
1516,9,A,March,4270,1268,Unpaid
1517,9,B,April,2894,2894,Paid
1517,9,B,May,2894,2894,Paid
1517,9,B,August,2894,31,Unpaid
1517,9,B,September,2894,2141,Unpaid
1517,9,B,October,2894,1227,Unpaid
1517,9,B,November,2894,1074,Unpaid
1517,9,B,December,2894,2894,Paid
1517,9,B,January,2894,2513,Unpaid
1517,9,B,February,2894,2894,Paid
1517,9,B,March,2894,2894,Paid
1518,9,A,April,3645,1763,Unpaid
1518,9,A,May,3645,3645,Paid
1518,9,A,August,3645,3645,Paid
1518,9,A,September,3645,10,Unpaid
1518,9,A,October,3645,2617,Unpaid
1518,9,A,November,3645,3105,Unpaid
1518,9,A,December,3645,3482,Unpaid
1518,9,A,January,3645,3645,Paid
1518,9,A,February,3645,3645,Paid
1518,9,A,March,3645,3645,Paid
1519,9,A,April,4331,4331,Paid
1519,9,A,May,4331,1739,Unpaid
1519,9,A,August,4331,4331,Paid
1519,9,A,September,4331,4331,Paid
1519,9,A,October,4331,2803,Unpaid
1519,9,A,November,4331,2384,Unpaid
1519,9,A,December,4331,4331,Paid
1519,9,A,January,4331,4331,Paid
1519,9,A,February,4331,1318,Unpaid
1519,9,A,March,4331,4331,Paid
1520,9,A,April,4982,2849,Unpaid
1520,9,A,May,4982,4982,Paid
1520,9,A,August,4982,4982,Paid
1520,9,A,September,4982,2011,Unpaid
1520,9,A,October,4982,4982,Paid
1520,9,A,November,4982,4982,Paid
1520,9,A,December,4982,4982,Paid
1520,9,A,January,4982,4982,Paid
1520,9,A,February,4982,4982,Paid
1520,9,A,March,4982,3669,Unpaid
1521,9,B,April,3583,187,Unpaid
1521,9,B,May,3583,463,Unpaid
1521,9,B,August,3583,1100,Unpaid
1521,9,B,September,3583,3383,Unpaid
1521,9,B,October,3583,3583,Paid
1521,9,B,November,3583,540,Unpaid
1521,9,B,December,3583,3583,Paid
1521,9,B,January,3583,3583,Paid
1521,9,B,February,3583,1288,Unpaid
1521,9,B,March,3583,3583,Paid
1522,9,B,April,2845,2845,Paid
1522,9,B,May,2845,2845,Paid
1522,9,B,August,2845,2845,Paid
1522,9,B,September,2845,2624,Unpaid
1522,9,B,October,2845,2845,Paid
1522,9,B,November,2845,2845,Paid
1522,9,B,December,2845,1311,Unpaid
1522,9,B,January,2845,2845,Paid
1522,9,B,February,2845,1001,Unpaid
1522,9,B,March,2845,2845,Paid
1523,9,B,April,3690,3690,Paid
1523,9,B,May,3690,3578,Unpaid
1523,9,B,August,3690,902,Unpaid
1523,9,B,September,3690,982,Unpaid
1523,9,B,October,3690,3690,Paid
1523,9,B,November,3690,3690,Paid
1523,9,B,December,3690,1196,Unpaid
1523,9,B,January,3690,3141,Unpaid
1523,9,B,February,3690,830,Unpaid
1523,9,B,March,3690,2024,Unpaid
1524,9,A,April,3407,1156,Unpaid
1524,9,A,May,3407,3407,Paid
1524,9,A,August,3407,70,Unpaid
1524,9,A,September,3407,2345,Unpaid
1524,9,A,October,3407,2601,Unpaid
1524,9,A,November,3407,1438,Unpaid
1524,9,A,December,3407,2433,Unpaid
1524,9,A,January,3407,2998,Unpaid
1524,9,A,February,3407,3407,Paid
1524,9,A,March,3407,3407,Paid
1525,9,A,April,3082,2556,Unpaid
1525,9,A,May,3082,47,Unpaid
1525,9,A,August,3082,3082,Paid
1525,9,A,September,3082,9,Unpaid
1525,9,A,October,3082,3082,Paid
1525,9,A,November,3082,3082,Paid
1525,9,A,December,3082,3082,Paid
1525,9,A,January,3082,3082,Paid
1525,9,A,February,3082,2265,Unpaid
1525,9,A,March,3082,1574,Unpaid
1526,9,A,April,3730,3520,Unpaid
1526,9,A,May,3730,78,Unpaid
1526,9,A,August,3730,3730,Paid
1526,9,A,September,3730,3730,Paid
1526,9,A,October,3730,2009,Unpaid
1526,9,A,November,3730,3730,Paid
1526,9,A,December,3730,2817,Unpaid
1526,9,A,January,3730,2612,Unpaid
1526,9,A,February,3730,2738,Unpaid
1526,9,A,March,3730,565,Unpaid
1527,9,B,April,4538,3667,Unpaid
1527,9,B,May,4538,4538,Paid
1527,9,B,August,4538,4418,Unpaid
1527,9,B,September,4538,1989,Unpaid
1527,9,B,October,4538,4387,Unpaid
1527,9,B,November,4538,4538,Paid
1527,9,B,December,4538,2568,Unpaid
1527,9,B,January,4538,4538,Paid
1527,9,B,February,4538,4538,Paid
1527,9,B,March,4538,3660,Unpaid
1528,9,A,April,3008,1316,Unpaid
1528,9,A,May,3008,3008,Paid
1528,9,A,August,3008,3008,Paid
1528,9,A,September,3008,3008,Paid
1528,9,A,October,3008,3008,Paid
1528,9,A,November,3008,1669,Unpaid
1528,9,A,December,3008,3008,Paid
1528,9,A,January,3008,176,Unpaid
1528,9,A,February,3008,3008,Paid
